quicksort,10,0.044345855712890625
quicksort,10,0.023126602172851562
quicksort,10,0.0209808349609375
quicksort,100,0.36334991455078125
quicksort,100,0.32806396484375
quicksort,100,0.3266334533691406
quicksort,1000,5.882501602172852
quicksort,1000,5.907535552978516
quicksort,1000,5.839109420776367
quicksort,10000,95.50333023071289
quicksort,10000,95.10493278503418
quicksort,10000,95.49498558044434
quicksort,100000,1257.8887939453125
quicksort,100000,1254.4386386871338
quicksort,100000,1253.272533416748
quicksort,1000000,24664.54005241394
quicksort,1000000,24649.744510650635
quicksort,1000000,24643.969535827637
quicksort,25,0.10418891906738281
quicksort,25,0.07677078247070312
quicksort,25,0.07295608520507812
quicksort,250,1.3401508331298828
quicksort,250,1.1811256408691406
quicksort,250,1.10626220703125
quicksort,2500,15.748977661132812
quicksort,2500,15.762567520141602
quicksort,2500,15.880107879638672
quicksort,25000,236.95921897888184
quicksort,25000,245.3439235687256
quicksort,25000,238.51943016052246
quicksort,250000,3633.3043575286865
quicksort,250000,3622.532844543457
quicksort,250000,3602.959156036377
quicksort,2500000,68498.67582321167
quicksort,2500000,67579.30135726929
quicksort,2500000,67741.74189567566
quicksort,50,0.2651214599609375
quicksort,50,0.1933574676513672
quicksort,50,0.15974044799804688
quicksort,500,2.6721954345703125
quicksort,500,3.947019577026367
quicksort,500,2.8748512268066406
quicksort,5000,35.21227836608887
quicksort,5000,35.468339920043945
quicksort,5000,35.4001522064209
quicksort,50000,583.7328433990479
quicksort,50000,590.0321006774902
quicksort,50000,596.6718196868896
quicksort,500000,7515.340805053711
quicksort,500000,7437.847852706909
quicksort,500000,7449.142217636108
quicksort,5000000,147880.7511329651
quicksort,5000000,148042.96469688416
quicksort,5000000,148707.65733718872
quicksort,75,0.2779960632324219
quicksort,75,0.2582073211669922
quicksort,75,0.23865699768066406
quicksort,750,3.9930343627929688
quicksort,750,5.92350959777832
quicksort,750,4.41431999206543
quicksort,7500,75.3014087677002
quicksort,7500,60.31394004821777
quicksort,7500,60.16278266906738
quicksort,75000,905.8852195739746
quicksort,75000,900.6364345550537
quicksort,75000,897.592306137085
quicksort,750000,11731.078624725342
quicksort,750000,11831.597566604614
quicksort,750000,11767.750978469849
quicksort,7500000,234079.6194076538
quicksort,7500000,233516.62826538086
quicksort,7500000,232969.4859981537