selectionsort,10,0.04744529724121094
selectionsort,10,0.030994415283203125
selectionsort,10,0.025033950805664062
selectionsort,100,2.129793167114258
selectionsort,100,1.8227100372314453
selectionsort,100,1.7321109771728516
selectionsort,1000,213.7928009033203
selectionsort,1000,210.55006980895996
selectionsort,1000,222.60212898254395
selectionsort,10000,24382.335901260376
selectionsort,10000,21381.046772003174
selectionsort,10000,21184.582471847534
selectionsort,100000,-1
selectionsort,1000000,-1
selectionsort,25,0.152587890625
selectionsort,25,0.13256072998046875
selectionsort,25,0.1201629638671875
selectionsort,250,14.381170272827148
selectionsort,250,12.175798416137695
selectionsort,250,14.960765838623047
selectionsort,2500,1219.611406326294
selectionsort,2500,1223.2246398925781
selectionsort,2500,1228.2764911651611
selectionsort,25000,151023.02956581116
selectionsort,25000,150110.75925827026
selectionsort,25000,153422.41954803467
selectionsort,250000,-1
selectionsort,2500000,-1
selectionsort,50,0.4754066467285156
selectionsort,50,0.4394054412841797
selectionsort,50,0.5996227264404297
selectionsort,500,62.39199638366699
selectionsort,500,56.68997764587402
selectionsort,500,52.52671241760254
selectionsort,5000,5035.914421081543
selectionsort,5000,5035.6292724609375
selectionsort,5000,5041.7022705078125
selectionsort,50000,625685.7266426086
selectionsort,50000,626880.1162242889
selectionsort,50000,631798.586845398
selectionsort,500000,-1
selectionsort,5000000,-1
selectionsort,75,1.0418891906738281
selectionsort,75,1.1296272277832031
selectionsort,75,1.1031627655029297
selectionsort,750,121.9627857208252
selectionsort,750,121.47378921508789
selectionsort,750,106.88114166259766
selectionsort,7500,11523.739576339722
selectionsort,7500,11445.987224578857
selectionsort,7500,11479.220628738403
selectionsort,75000,-1
selectionsort,750000,-1
selectionsort,7500000,-1